LocID,Location,VarID,Variant,Time,MidPeriod,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
4,Afghanistan,2,Medium,2020,2020.5,0,0,1,597.969,571.037,1169.006
4,Afghanistan,2,Medium,2020,2020.5,1,1,1,588.234,560,1148.234
4,Afghanistan,2,Medium,2020,2020.5,2,2,1,580.118,551.16,1131.278
4,Afghanistan,2,Medium,2020,2020.5,3,3,1,573.366,544.181,1117.547
4,Afghanistan,2,Medium,2020,2020.5,4,4,1,567.719,538.725,1106.444
4,Afghanistan,2,Medium,2020,2020.5,5,5,1,562.922,534.457,1097.379
4,Afghanistan,2,Medium,2020,2020.5,6,6,1,558.717,531.041,1089.758
4,Afghanistan,2,Medium,2020,2020.5,7,7,1,554.848,528.14,1082.988
4,Afghanistan,2,Medium,2020,2020.5,8,8,1,551.056,525.417,1076.473
4,Afghanistan,2,Medium,2020,2020.5,9,9,1,547.087,522.538,1069.625
4,Afghanistan,2,Medium,2020,2020.5,10,10,1,543.041,519.716,1062.757
4,Afghanistan,2,Medium,2020,2020.5,11,11,1,539.021,517.167,1056.188
4,Afghanistan,2,Medium,2020,2020.5,12,12,1,532.975,511.798,1044.773
4,Afghanistan,2,Medium,2020,2020.5,13,13,1,523.928,502.17,1026.098
4,Afghanistan,2,Medium,2020,2020.5,14,14,1,512.699,489.599,1002.298
4,Afghanistan,2,Medium,2020,2020.5,15,15,1,501.151,476.821,977.972
4,Afghanistan,2,Medium,2020,2020.5,16,16,1,488.989,463.258,952.247
4,Afghanistan,2,Medium,2020,2020.5,17,17,1,476.138,449.771,925.909
4,Afghanistan,2,Medium,2020,2020.5,18,18,1,462.774,437.053,899.827
4,Afghanistan,2,Medium,2020,2020.5,19,19,1,448.889,424.601,873.49
4,Afghanistan,2,Medium,2020,2020.5,20,20,1,434.526,411.475,846.001
4,Afghanistan,2,Medium,2020,2020.5,21,21,1,419.948,398.169,818.117
4,Afghanistan,2,Medium,2020,2020.5,22,22,1,404.459,383.504,787.963
4,Afghanistan,2,Medium,2020,2020.5,23,23,1,387.808,366.897,754.705
4,Afghanistan,2,Medium,2020,2020.5,24,24,1,370.538,349.161,719.699
4,Afghanistan,2,Medium,2020,2020.5,25,25,1,353.421,331.751,685.172
4,Afghanistan,2,Medium,2020,2020.5,26,26,1,336.278,314.449,650.727
4,Afghanistan,2,Medium,2020,2020.5,27,27,1,320.411,298.207,618.618
4,Afghanistan,2,Medium,2020,2020.5,28,28,1,306.539,283.672,590.211
4,Afghanistan,2,Medium,2020,2020.5,29,29,1,294.147,270.511,564.658
4,Afghanistan,2,Medium,2020,2020.5,30,30,1,281.915,257.533,539.448
4,Afghanistan,2,Medium,2020,2020.5,31,31,1,270.012,244.716,514.728
4,Afghanistan,2,Medium,2020,2020.5,32,32,1,258.949,233.695,492.644
4,Afghanistan,2,Medium,2020,2020.5,33,33,1,248.819,225.083,473.902
4,Afghanistan,2,Medium,2020,2020.5,34,34,1,239.426,218.111,457.537
4,Afghanistan,2,Medium,2020,2020.5,35,35,1,230.451,211.464,441.915
4,Afghanistan,2,Medium,2020,2020.5,36,36,1,221.915,205.485,427.4
4,Afghanistan,2,Medium,2020,2020.5,37,37,1,213.569,198.824,412.393
4,Afghanistan,2,Medium,2020,2020.5,38,38,1,205.242,190.701,395.943
4,Afghanistan,2,Medium,2020,2020.5,39,39,1,196.99,181.746,378.736
4,Afghanistan,2,Medium,2020,2020.5,40,40,1,189.095,173.375,362.47
4,Afghanistan,2,Medium,2020,2020.5,41,41,1,181.565,165.312,346.877
4,Afghanistan,2,Medium,2020,2020.5,42,42,1,173.88,157.633,331.513
4,Afghanistan,2,Medium,2020,2020.5,43,43,1,165.832,150.52,316.352
4,Afghanistan,2,Medium,2020,2020.5,44,44,1,157.648,143.863,301.511
4,Afghanistan,2,Medium,2020,2020.5,45,45,1,149.748,137.338,287.086
4,Afghanistan,2,Medium,2020,2020.5,46,46,1,142.024,130.969,272.993
4,Afghanistan,2,Medium,2020,2020.5,47,47,1,134.809,125.026,259.835
4,Afghanistan,2,Medium,2020,2020.5,48,48,1,128.304,119.601,247.905
4,Afghanistan,2,Medium,2020,2020.5,49,49,1,122.341,114.576,236.917
4,Afghanistan,2,Medium,2020,2020.5,50,50,1,116.523,109.746,226.269
4,Afghanistan,2,Medium,2020,2020.5,51,51,1,110.894,105.152,216.046
4,Afghanistan,2,Medium,2020,2020.5,52,52,1,105.556,100.63,206.186
4,Afghanistan,2,Medium,2020,2020.5,53,53,1,100.51,96.078,196.588
4,Afghanistan,2,Medium,2020,2020.5,54,54,1,95.705,91.565,187.27
4,Afghanistan,2,Medium,2020,2020.5,55,55,1,91.101,87.25,178.351
4,Afghanistan,2,Medium,2020,2020.5,56,56,1,86.716,83.087,169.803
4,Afghanistan,2,Medium,2020,2020.5,57,57,1,82.338,79.102,161.44
4,Afghanistan,2,Medium,2020,2020.5,58,58,1,77.859,75.319,153.178
4,Afghanistan,2,Medium,2020,2020.5,59,59,1,73.365,71.702,145.067
4,Afghanistan,2,Medium,2020,2020.5,60,60,1,69.045,68.21,137.255
4,Afghanistan,2,Medium,2020,2020.5,61,61,1,64.854,64.871,129.725
4,Afghanistan,2,Medium,2020,2020.5,62,62,1,60.829,61.542,122.371
4,Afghanistan,2,Medium,2020,2020.5,63,63,1,57.004,58.154,115.158
4,Afghanistan,2,Medium,2020,2020.5,64,64,1,53.349,54.78,108.129
4,Afghanistan,2,Medium,2020,2020.5,65,65,1,49.794,51.494,101.288
4,Afghanistan,2,Medium,2020,2020.5,66,66,1,46.35,48.193,94.543
4,Afghanistan,2,Medium,2020,2020.5,67,67,1,43.02,45.314,88.334
4,Afghanistan,2,Medium,2020,2020.5,68,68,1,39.796,43.056,82.852
4,Afghanistan,2,Medium,2020,2020.5,69,69,1,36.677,41.164,77.841
4,Afghanistan,2,Medium,2020,2020.5,70,70,1,33.683,39.281,72.964
4,Afghanistan,2,Medium,2020,2020.5,71,71,1,30.822,37.587,68.409
4,Afghanistan,2,Medium,2020,2020.5,72,72,1,28.016,35.284,63.3
4,Afghanistan,2,Medium,2020,2020.5,73,73,1,25.229,31.974,57.203
4,Afghanistan,2,Medium,2020,2020.5,74,74,1,22.504,28.071,50.575
4,Afghanistan,2,Medium,2020,2020.5,75,75,1,19.92,24.374,44.294
4,Afghanistan,2,Medium,2020,2020.5,76,76,1,17.464,20.699,38.163
4,Afghanistan,2,Medium,2020,2020.5,77,77,1,15.183,17.522,32.705
4,Afghanistan,2,Medium,2020,2020.5,78,78,1,13.108,15.155,28.263
4,Afghanistan,2,Medium,2020,2020.5,79,79,1,11.222,13.357,24.579
4,Afghanistan,2,Medium,2020,2020.5,80,80,1,9.465,11.575,21.04
4,Afghanistan,2,Medium,2020,2020.5,81,81,1,7.837,9.912,17.749
4,Afghanistan,2,Medium,2020,2020.5,82,82,1,6.409,8.391,14.8
4,Afghanistan,2,Medium,2020,2020.5,83,83,1,5.207,6.962,12.169
4,Afghanistan,2,Medium,2020,2020.5,84,84,1,4.197,5.65,9.847
4,Afghanistan,2,Medium,2020,2020.5,85,85,1,3.307,4.509,7.816
4,Afghanistan,2,Medium,2020,2020.5,86,86,1,2.535,3.513,6.048
4,Afghanistan,2,Medium,2020,2020.5,87,87,1,1.903,2.684,4.587
4,Afghanistan,2,Medium,2020,2020.5,88,88,1,1.409,2.035,3.444
4,Afghanistan,2,Medium,2020,2020.5,89,89,1,1.031,1.534,2.565
4,Afghanistan,2,Medium,2020,2020.5,90,90,1,0.703,1.069,1.772
4,Afghanistan,2,Medium,2020,2020.5,91,91,1,0.514,0.774,1.288
4,Afghanistan,2,Medium,2020,2020.5,92,92,1,0.406,0.615,1.021
4,Afghanistan,2,Medium,2020,2020.5,93,93,1,0.283,0.438,0.721
4,Afghanistan,2,Medium,2020,2020.5,94,94,1,0.147,0.243,0.39
4,Afghanistan,2,Medium,2020,2020.5,95,95,1,0.071,0.135,0.206
4,Afghanistan,2,Medium,2020,2020.5,96,96,1,0.058,0.111,0.169
4,Afghanistan,2,Medium,2020,2020.5,97,97,1,0.044,0.085,0.129
4,Afghanistan,2,Medium,2020,2020.5,98,98,1,0.029,0.057,0.086
4,Afghanistan,2,Medium,2020,2020.5,99,99,1,0.013,0.026,0.039
4,Afghanistan,2,Medium,2020,2020.5,100,100,-1,0.011,0.028,0.039
4,Afghanistan,2,Medium,2021,2021.5,0,0,1,600.867,573.954,1174.821
4,Afghanistan,2,Medium,2021,2021.5,1,1,1,594.556,567.343,1161.899
4,Afghanistan,2,Medium,2021,2021.5,2,2,1,585.921,557.731,1143.652
4,Afghanistan,2,Medium,2021,2021.5,3,3,1,578.582,549.873,1128.455
4,Afghanistan,2,Medium,2021,2021.5,4,4,1,572.326,543.494,1115.82
4,Afghanistan,2,Medium,2021,2021.5,5,5,1,566.94,538.319,1105.259
4,Afghanistan,2,Medium,2021,2021.5,6,6,1,562.177,534.029,1096.206
4,Afghanistan,2,Medium,2021,2021.5,7,7,1,557.789,530.305,1088.094
4,Afghanistan,2,Medium,2021,2021.5,8,8,1,553.736,527.091,1080.827
4,Afghanistan,2,Medium,2021,2021.5,9,9,1,549.871,524.2,1074.071
4,Afghanistan,2,Medium,2021,2021.5,10,10,1,545.879,521.224,1067.103
4,Afghanistan,2,Medium,2021,2021.5,11,11,1,541.705,518.173,1059.878
4,Afghanistan,2,Medium,2021,2021.5,12,12,1,537.496,515.317,1052.813
4,Afghanistan,2,Medium,2021,2021.5,13,13,1,531.231,509.649,1040.88
4,Afghanistan,2,Medium,2021,2021.5,14,14,1,521.937,499.756,1021.693
4,Afghanistan,2,Medium,2021,2021.5,15,15,1,510.453,486.959,997.412
4,Afghanistan,2,Medium,2021,2021.5,16,16,1,498.65,473.952,972.602
4,Afghanistan,2,Medium,2021,2021.5,17,17,1,486.226,460.15,946.376
4,Afghanistan,2,Medium,2021,2021.5,18,18,1,473.206,446.565,919.771
4,Afghanistan,2,Medium,2021,2021.5,19,19,1,459.813,433.96,893.773
4,Afghanistan,2,Medium,2021,2021.5,20,20,1,445.999,421.761,867.76
4,Afghanistan,2,Medium,2021,2021.5,21,21,1,431.709,408.887,840.596
4,Afghanistan,2,Medium,2021,2021.5,22,22,1,417.215,395.856,813.071
4,Afghanistan,2,Medium,2021,2021.5,23,23,1,401.845,381.445,783.29
4,Afghanistan,2,Medium,2021,2021.5,24,24,1,385.345,365.037,750.382
4,Afghanistan,2,Medium,2021,2021.5,25,25,1,368.246,347.461,715.707
4,Afghanistan,2,Medium,2021,2021.5,26,26,1,351.314,330.23,681.544
4,Afghanistan,2,Medium,2021,2021.5,27,27,1,334.37,313.117,647.487
4,Afghanistan,2,Medium,2021,2021.5,28,28,1,318.669,297.023,615.692
4,Afghanistan,2,Medium,2021,2021.5,29,29,1,304.908,282.576,587.484
4,Afghanistan,2,Medium,2021,2021.5,30,30,1,292.587,269.463,562.05
4,Afghanistan,2,Medium,2021,2021.5,31,31,1,280.429,256.527,536.956
4,Afghanistan,2,Medium,2021,2021.5,32,32,1,268.597,243.741,512.338
4,Afghanistan,2,Medium,2021,2021.5,33,33,1,257.593,232.744,490.337
4,Afghanistan,2,Medium,2021,2021.5,34,34,1,247.51,224.153,471.663
4,Afghanistan,2,Medium,2021,2021.5,35,35,1,238.155,217.199,455.354
4,Afghanistan,2,Medium,2021,2021.5,36,36,1,229.207,210.56,439.767
4,Afghanistan,2,Medium,2021,2021.5,37,37,1,220.689,204.578,425.267
4,Afghanistan,2,Medium,2021,2021.5,38,38,1,212.356,197.915,410.271
4,Afghanistan,2,Medium,2021,2021.5,39,39,1,204.037,189.796,393.833
4,Afghanistan,2,Medium,2021,2021.5,40,40,1,195.789,180.847,376.636
4,Afghanistan,2,Medium,2021,2021.5,41,41,1,187.891,172.476,360.367
4,Afghanistan,2,Medium,2021,2021.5,42,42,1,180.353,164.411,344.764
4,Afghanistan,2,Medium,2021,2021.5,43,43,1,172.653,156.726,329.379
4,Afghanistan,2,Medium,2021,2021.5,44,44,1,164.578,149.601,314.179
4,Afghanistan,2,Medium,2021,2021.5,45,45,1,156.362,142.93,299.292
4,Afghanistan,2,Medium,2021,2021.5,46,46,1,148.426,136.389,284.815
4,Afghanistan,2,Medium,2021,2021.5,47,47,1,140.663,130.001,270.664
4,Afghanistan,2,Medium,2021,2021.5,48,48,1,133.413,124.041,257.454
4,Afghanistan,2,Medium,2021,2021.5,49,49,1,126.878,118.6,245.478
4,Afghanistan,2,Medium,2021,2021.5,50,50,1,120.891,113.56,234.451
4,Afghanistan,2,Medium,2021,2021.5,51,51,1,115.046,108.713,223.759
4,Afghanistan,2,Medium,2021,2021.5,52,52,1,109.389,104.099,213.488
4,Afghanistan,2,Medium,2021,2021.5,53,53,1,104.023,99.557,203.58
4,Afghanistan,2,Medium,2021,2021.5,54,54,1,98.947,94.986,193.933
4,Afghanistan,2,Medium,2021,2021.5,55,55,1,94.112,90.452,184.564
4,Afghanistan,2,Medium,2021,2021.5,56,56,1,89.479,86.114,175.593
4,Afghanistan,2,Medium,2021,2021.5,57,57,1,85.066,81.928,166.994
4,Afghanistan,2,Medium,2021,2021.5,58,58,1,80.656,77.913,158.569
4,Afghanistan,2,Medium,2021,2021.5,59,59,1,76.141,74.09,150.231
4,Afghanistan,2,Medium,2021,2021.5,60,60,1,71.608,70.426,142.034
4,Afghanistan,2,Medium,2021,2021.5,61,61,1,67.251,66.886,134.137
4,Afghanistan,2,Medium,2021,2021.5,62,62,1,63.027,63.497,126.524
4,Afghanistan,2,Medium,2021,2021.5,63,63,1,58.972,60.12,119.092
4,Afghanistan,2,Medium,2021,2021.5,64,64,1,55.124,56.689,111.813
4,Afghanistan,2,Medium,2021,2021.5,65,65,1,51.451,53.276,104.727
4,Afghanistan,2,Medium,2021,2021.5,66,66,1,47.883,49.953,97.836
4,Afghanistan,2,Medium,2021,2021.5,67,67,1,44.433,46.625,91.058
4,Afghanistan,2,Medium,2021,2021.5,68,68,1,41.101,43.7,84.801
4,Afghanistan,2,Medium,2021,2021.5,69,69,1,37.879,41.364,79.243
4,Afghanistan,2,Medium,2021,2021.5,70,70,1,34.77,39.382,74.152
4,Afghanistan,2,Medium,2021,2021.5,71,71,1,31.792,37.42,69.212
4,Afghanistan,2,Medium,2021,2021.5,72,72,1,28.955,35.648,64.603
4,Afghanistan,2,Medium,2021,2021.5,73,73,1,26.188,33.317,59.505
4,Afghanistan,2,Medium,2021,2021.5,74,74,1,23.461,30.053,53.514
4,Afghanistan,2,Medium,2021,2021.5,75,75,1,20.814,26.25,47.064
4,Afghanistan,2,Medium,2021,2021.5,76,76,1,18.312,22.653,40.965
4,Afghanistan,2,Medium,2021,2021.5,77,77,1,15.942,19.088,35.03
4,Afghanistan,2,Medium,2021,2021.5,78,78,1,13.76,16.023,29.783
4,Afghanistan,2,Medium,2021,2021.5,79,79,1,11.8,13.754,25.554
4,Afghanistan,2,Medium,2021,2021.5,80,80,1,10.038,12.05,22.088
4,Afghanistan,2,Medium,2021,2021.5,81,81,1,8.407,10.37,18.777
4,Afghanistan,2,Medium,2021,2021.5,82,82,1,6.906,8.814,15.72
4,Afghanistan,2,Medium,2021,2021.5,83,83,1,5.6,7.405,13.005
4,Afghanistan,2,Medium,2021,2021.5,84,84,1,4.513,6.098,10.611
4,Afghanistan,2,Medium,2021,2021.5,85,85,1,3.611,4.91,8.521
4,Afghanistan,2,Medium,2021,2021.5,86,86,1,2.815,3.875,6.69
4,Afghanistan,2,Medium,2021,2021.5,87,87,1,2.147,3.002,5.149
4,Afghanistan,2,Medium,2021,2021.5,88,88,1,1.616,2.299,3.915
4,Afghanistan,2,Medium,2021,2021.5,89,89,1,1.193,1.736,2.929
4,Afghanistan,2,Medium,2021,2021.5,90,90,1,0.859,1.286,2.145
4,Afghanistan,2,Medium,2021,2021.5,91,91,1,0.58,0.888,1.468
4,Afghanistan,2,Medium,2021,2021.5,92,92,1,0.426,0.646,1.072
4,Afghanistan,2,Medium,2021,2021.5,93,93,1,0.335,0.512,0.847
4,Afghanistan,2,Medium,2021,2021.5,94,94,1,0.233,0.364,0.597
4,Afghanistan,2,Medium,2021,2021.5,95,95,1,0.12,0.201,0.321
4,Afghanistan,2,Medium,2021,2021.5,96,96,1,0.061,0.115,0.176
4,Afghanistan,2,Medium,2021,2021.5,97,97,1,0.046,0.088,0.134
4,Afghanistan,2,Medium,2021,2021.5,98,98,1,0.03,0.059,0.089
4,Afghanistan,2,Medium,2021,2021.5,99,99,1,0.013,0.028,0.041
4,Afghanistan,2,Medium,2021,2021.5,100,100,-1,0.012,0.03,0.042
4,Afghanistan,2,Medium,2022,2022.5,0,0,1,602.791,575.251,1178.042
4,Afghanistan,2,Medium,2022,2022.5,1,1,1,593.878,565.259,1159.137
4,Afghanistan,2,Medium,2022,2022.5,2,2,1,591.498,564.024,1155.522
4,Afghanistan,2,Medium,2022,2022.5,3,3,1,583.958,555.828,1139.786
4,Afghanistan,2,Medium,2022,2022.5,4,4,1,577.391,548.946,1126.337
4,Afghanistan,2,Medium,2022,2022.5,5,5,1,571.628,543.163,1114.791
4,Afghanistan,2,Medium,2022,2022.5,6,6,1,566.499,538.266,1104.765
4,Afghanistan,2,Medium,2022,2022.5,7,7,1,561.767,533.951,1095.718
4,Afghanistan,2,Medium,2022,2022.5,8,8,1,557.195,529.917,1087.112
4,Afghanistan,2,Medium,2022,2022.5,9,9,1,552.954,526.388,1079.342
4,Afghanistan,2,Medium,2022,2022.5,10,10,1,549.013,523.326,1072.339
4,Afghanistan,2,Medium,2022,2022.5,11,11,1,544.998,520.253,1065.251
4,Afghanistan,2,Medium,2022,2022.5,12,12,1,540.692,516.97,1057.662
4,Afghanistan,2,Medium,2022,2022.5,13,13,1,536.292,513.805,1050.097
4,Afghanistan,2,Medium,2022,2022.5,14,14,1,529.804,507.834,1037.638
4,Afghanistan,2,Medium,2022,2022.5,15,15,1,520.258,497.671,1017.929
4,Afghanistan,2,Medium,2022,2022.5,16,16,1,508.513,484.639,993.152
4,Afghanistan,2,Medium,2022,2022.5,17,17,1,496.448,471.395,967.843
4,Afghanistan,2,Medium,2022,2022.5,18,18,1,483.755,457.344,941.099
4,Afghanistan,2,Medium,2022,2022.5,19,19,1,470.557,443.654,914.211
4,Afghanistan,2,Medium,2022,2022.5,20,20,1,457.128,431.153,888.281
4,Afghanistan,2,Medium,2022,2022.5,21,21,1,443.377,419.2,862.577
4,Afghanistan,2,Medium,2022,2022.5,22,22,1,429.151,406.569,835.72
4,Afghanistan,2,Medium,2022,2022.5,23,23,1,414.732,393.803,808.535
4,Afghanistan,2,Medium,2022,2022.5,24,24,1,399.472,379.638,779.11
4,Afghanistan,2,Medium,2022,2022.5,25,25,1,383.112,363.418,746.53
4,Afghanistan,2,Medium,2022,2022.5,26,26,1,366.175,345.991,712.166
4,Afghanistan,2,Medium,2022,2022.5,27,27,1,349.417,328.927,678.344
4,Afghanistan,2,Medium,2022,2022.5,28,28,1,332.662,311.99,644.652
4,Afghanistan,2,Medium,2022,2022.5,29,29,1,317.118,296.034,613.152
4,Afghanistan,2,Medium,2022,2022.5,30,30,1,303.459,281.667,585.126
4,Afghanistan,2,Medium,2022,2022.5,31,31,1,291.201,268.592,559.793
4,Afghanistan,2,Medium,2022,2022.5,32,32,1,279.112,255.689,534.801
4,Afghanistan,2,Medium,2022,2022.5,33,33,1,267.343,242.927,510.27
4,Afghanistan,2,Medium,2022,2022.5,34,34,1,256.391,231.946,488.337
4,Afghanistan,2,Medium,2022,2022.5,35,35,1,246.349,223.371,469.72
4,Afghanistan,2,Medium,2022,2022.5,36,36,1,237.026,216.43,453.456
4,Afghanistan,2,Medium,2022,2022.5,37,37,1,228.1,209.794,437.894
4,Afghanistan,2,Medium,2022,2022.5,38,38,1,219.596,203.805,423.401
4,Afghanistan,2,Medium,2022,2022.5,39,39,1,211.27,197.137,408.407
4,Afghanistan,2,Medium,2022,2022.5,40,40,1,202.954,189.016,391.97
4,Afghanistan,2,Medium,2022,2022.5,41,41,1,194.705,180.066,374.771
4,Afghanistan,2,Medium,2022,2022.5,42,42,1,186.8,171.69,358.49
4,Afghanistan,2,Medium,2022,2022.5,43,43,1,179.25,163.618,342.868
4,Afghanistan,2,Medium,2022,2022.5,44,44,1,171.529,155.921,327.45
4,Afghanistan,2,Medium,2022,2022.5,45,45,1,163.424,148.781,312.205
4,Afghanistan,2,Medium,2022,2022.5,46,46,1,155.17,142.091,297.261
4,Afghanistan,2,Medium,2022,2022.5,47,47,1,147.194,135.529,282.723
4,Afghanistan,2,Medium,2022,2022.5,48,48,1,139.387,129.119,268.506
4,Afghanistan,2,Medium,2022,2022.5,49,49,1,132.096,123.138,255.234
4,Afghanistan,2,Medium,2022,2022.5,50,50,1,125.53,117.677,243.207
4,Afghanistan,2,Medium,2022,2022.5,51,51,1,119.514,112.619,232.133
4,Afghanistan,2,Medium,2022,2022.5,52,52,1,113.639,107.751,221.39
4,Afghanistan,2,Medium,2022,2022.5,53,53,1,107.95,103.115,211.065
4,Afghanistan,2,Medium,2022,2022.5,54,54,1,102.552,98.55,201.102
4,Afghanistan,2,Medium,2022,2022.5,55,55,1,97.444,93.956,191.4
4,Afghanistan,2,Medium,2022,2022.5,56,56,1,92.576,89.399,181.975
4,Afghanistan,2,Medium,2022,2022.5,57,57,1,87.91,85.036,172.946
4,Afghanistan,2,Medium,2022,2022.5,58,58,1,83.467,80.824,164.291
4,Afghanistan,2,Medium,2022,2022.5,59,59,1,79.024,76.776,155.8
4,Afghanistan,2,Medium,2022,2022.5,60,60,1,74.469,72.91,147.379
4,Afghanistan,2,Medium,2022,2022.5,61,61,1,69.894,69.197,139.091
4,Afghanistan,2,Medium,2022,2022.5,62,62,1,65.499,65.607,131.106
4,Afghanistan,2,Medium,2022,2022.5,63,63,1,61.238,62.165,123.403
4,Afghanistan,2,Medium,2022,2022.5,64,64,1,57.152,58.738,115.89
4,Afghanistan,2,Medium,2022,2022.5,65,65,1,53.278,55.262,108.54
4,Afghanistan,2,Medium,2022,2022.5,66,66,1,49.585,51.808,101.393
4,Afghanistan,2,Medium,2022,2022.5,67,67,1,46.002,48.446,94.448
4,Afghanistan,2,Medium,2022,2022.5,68,68,1,42.543,45.088,87.631
4,Afghanistan,2,Medium,2022,2022.5,69,69,1,39.208,42.116,81.324
4,Afghanistan,2,Medium,2022,2022.5,70,70,1,35.987,39.701,75.688
4,Afghanistan,2,Medium,2022,2022.5,71,71,1,32.884,37.627,70.511
4,Afghanistan,2,Medium,2022,2022.5,72,72,1,29.921,35.584,65.505
4,Afghanistan,2,Medium,2022,2022.5,73,73,1,27.106,33.733,60.839
4,Afghanistan,2,Medium,2022,2022.5,74,74,1,24.377,31.373,55.75
4,Afghanistan,2,Medium,2022,2022.5,75,75,1,21.709,28.154,49.863
4,Afghanistan,2,Medium,2022,2022.5,76,76,1,19.137,24.446,43.583
4,Afghanistan,2,Medium,2022,2022.5,77,77,1,16.715,20.947,37.662
4,Afghanistan,2,Medium,2022,2022.5,78,78,1,14.431,17.492,31.923
4,Afghanistan,2,Medium,2022,2022.5,79,79,1,12.347,14.535,26.882
4,Afghanistan,2,Medium,2022,2022.5,80,80,1,10.5,12.364,22.864
4,Afghanistan,2,Medium,2022,2022.5,81,81,1,8.861,10.752,19.613
4,Afghanistan,2,Medium,2022,2022.5,82,82,1,7.354,9.173,16.527
4,Afghanistan,2,Medium,2022,2022.5,83,83,1,5.979,7.722,13.701
4,Afghanistan,2,Medium,2022,2022.5,84,84,1,4.796,6.424,11.22
4,Afghanistan,2,Medium,2022,2022.5,85,85,1,3.823,5.238,9.061
4,Afghanistan,2,Medium,2022,2022.5,86,86,1,3.027,4.175,7.202
4,Afghanistan,2,Medium,2022,2022.5,87,87,1,2.324,3.244,5.568
4,Afghanistan,2,Medium,2022,2022.5,88,88,1,1.762,2.494,4.256
4,Afghanistan,2,Medium,2022,2022.5,89,89,1,1.331,1.917,3.248
4,Afghanistan,2,Medium,2022,2022.5,90,90,1,0.977,1.438,2.415
4,Afghanistan,2,Medium,2022,2022.5,91,91,1,0.688,1.039,1.727
4,Afghanistan,2,Medium,2022,2022.5,92,92,1,0.457,0.707,1.164
4,Afghanistan,2,Medium,2022,2022.5,93,93,1,0.337,0.518,0.855
4,Afghanistan,2,Medium,2022,2022.5,94,94,1,0.265,0.41,0.675
4,Afghanistan,2,Medium,2022,2022.5,95,95,1,0.184,0.29,0.474
4,Afghanistan,2,Medium,2022,2022.5,96,96,1,0.094,0.159,0.253
4,Afghanistan,2,Medium,2022,2022.5,97,97,1,0.048,0.092,0.14
4,Afghanistan,2,Medium,2022,2022.5,98,98,1,0.032,0.061,0.093
4,Afghanistan,2,Medium,2022,2022.5,99,99,1,0.014,0.029,0.043
4,Afghanistan,2,Medium,2022,2022.5,100,100,-1,0.012,0.031,0.043
4,Afghanistan,2,Medium,2023,2023.5,0,0,1,603.961,575.405,1179.366
4,Afghanistan,2,Medium,2023,2023.5,1,1,1,596.444,567.404,1163.848
4,Afghanistan,2,Medium,2023,2023.5,2,2,1,589.875,560.621,1150.496
4,Afghanistan,2,Medium,2023,2023.5,3,3,1,588.642,560.915,1149.557
4,Afghanistan,2,Medium,2023,2023.5,4,4,1,582.195,554.133,1136.328
4,Afghanistan,2,Medium,2023,2023.5,5,5,1,576.397,548.225,1124.622
4,Afghanistan,2,Medium,2023,2023.5,6,6,1,571.125,543.036,1114.161
4,Afghanistan,2,Medium,2023,2023.5,7,7,1,566.252,538.414,1104.666
4,Afghanistan,2,Medium,2023,2023.5,8,8,1,561.55,534.072,1095.622
4,Afghanistan,2,Medium,2023,2023.5,9,9,1,556.79,529.727,1086.517
4,Afghanistan,2,Medium,2023,2023.5,10,10,1,552.361,525.883,1078.244
4,Afghanistan,2,Medium,2023,2023.5,11,11,1,548.343,522.648,1070.991
4,Afghanistan,2,Medium,2023,2023.5,12,12,1,544.302,519.475,1063.777
4,Afghanistan,2,Medium,2023,2023.5,13,13,1,539.864,515.96,1055.824
4,Afghanistan,2,Medium,2023,2023.5,14,14,1,535.272,512.485,1047.757
4,Afghanistan,2,Medium,2023,2023.5,15,15,1,528.558,506.21,1034.768
4,Afghanistan,2,Medium,2023,2023.5,16,16,1,518.757,495.772,1014.529
4,Afghanistan,2,Medium,2023,2023.5,17,17,1,506.746,482.5,989.246
4,Afghanistan,2,Medium,2023,2023.5,18,18,1,494.416,469.014,963.43
4,Afghanistan,2,Medium,2023,2023.5,19,19,1,481.448,454.709,936.157
4,Afghanistan,2,Medium,2023,2023.5,20,20,1,468.068,440.908,908.976
4,Afghanistan,2,Medium,2023,2023.5,21,21,1,454.598,428.507,883.105
4,Afghanistan,2,Medium,2023,2023.5,22,22,1,440.906,416.794,857.7
4,Afghanistan,2,Medium,2023,2023.5,23,23,1,426.739,404.403,831.142
4,Afghanistan,2,Medium,2023,2023.5,24,24,1,412.391,391.898,804.289
4,Afghanistan,2,Medium,2023,2023.5,25,25,1,397.234,377.972,775.206
4,Afghanistan,2,Medium,2023,2023.5,26,26,1,381.01,361.934,742.944
4,Afghanistan,2,Medium,2023,2023.5,27,27,1,364.23,344.65,708.88
4,Afghanistan,2,Medium,2023,2023.5,28,28,1,347.64,327.746,675.386
4,Afghanistan,2,Medium,2023,2023.5,29,29,1,331.067,310.981,642.048
4,Afghanistan,2,Medium,2023,2023.5,30,30,1,315.675,295.155,610.83
4,Afghanistan,2,Medium,2023,2023.5,31,31,1,302.114,280.862,582.976
4,Afghanistan,2,Medium,2023,2023.5,32,32,1,289.916,267.821,557.737
4,Afghanistan,2,Medium,2023,2023.5,33,33,1,277.889,254.947,532.836
4,Afghanistan,2,Medium,2023,2023.5,34,34,1,266.179,242.203,508.382
